样本编号	批次号	项目代码	捕获芯片	分析范围	捕获率	目标区域平均深度	目标区域覆盖度(%)	测序数据量(M)	重复率	去重复深度	比对(PE)	比对(SE)	插入片段均值	>=2x目标区域覆盖度(%)	>=5x目标区域覆盖度(%)	>=10x目标区域覆盖度(%)	>=20x目标区域覆盖度(%)	>=30x目标区域覆盖度(%)	>=40x目标区域覆盖度(%)	>=50x目标区域覆盖度(%)	>=100x目标区域覆盖度(%)	GC含量	Q20	Q30	"波动值
"
AEY341	b6647auto	NBCW	NT01T	NT01T	52.91	1063.34	99.97	108858	0.084447094420944	967.08	99.12	0.25	211.13	99.97		99.89	99.74	99.69	99.65	99.62	99.45	46.58	98.33	93.31	0.208160216938
AEY341DZ	b6647auto	NBCW	NT01T	NT01T	52.73	102.57	99.87	11005	0.0182584696683659	100.84	96.5	0.36	232.43	99.79		99.46	99.15	98.52	96.81	93.18	43.53	46.5	98.47	93.85	0.219910847984
AEY546	b6650auto	NBAP	NLP	NLP	42.03	9915.52	100.0	21047	0.189265469773202	6552.01	99.24	0.16	200.28	100.0		100.0	100.0	100.0	100.0	100.0	100.0	48.54	98.53	94.57	0.259376344077
AEY546DZ	b6650auto	NBAP	NLP	NLP	45.1	2148.86	100.0	4880	0.109613562855739	1756.75	85.17	1.06	192.51	100.0		100.0	100.0	100.0	100.0	100.0	99.96	48.4	98.5	94.5	0.336160725499
AEY543	b6650auto	NCP980	NPC980	NPC980	14.22	1073.28	100.0	19916	0.0394326148805344	985.81	99.32	0.21	202.88	99.99		99.96	99.9	99.82	99.73	99.65	99.13	48.13	98.4	94.04	0.410133320903
AEY543DZ	b6650auto	NCP980	NPC980	NPC980	56.24	102.29	99.86	9742	0.0224466929466344	100.33	99.22	0.21	197.93	99.78		99.5	99.25	98.66	97.0	93.33	42.47	47.33	98.62	94.83	0.215874507873
AEY619	b6650auto	NCP980c	NPC980	NPC980	15.82	2769.79	99.97	46035	0.175236575134789	1242.28	99.57	0.12	175.34	99.95		99.92	99.91	99.89	99.86	99.85	99.75	49.03	98.56	94.74	0.199698347129
AEY619DZ	b6650auto	NCP980c	NPC980	NPC980	57.66	141.17	99.69	13267	0.0289586414424175	137.54	99.29	0.19	205.7	99.61		99.34	99.16	98.95	98.57	97.77	74.96	46.88	98.65	94.91	0.229666776388
AEY552	b6650auto	NCP393	NPC980	NPC980	15.89	1270.26	99.96	20931	0.0538521653196399	1090.02	99.55	0.13	209.8	99.93		99.91	99.88	99.83	99.77	99.68	98.95	49.04	98.46	94.28	0.51555156719
AEY552DZ	b6650auto	NCP393	NPC980	NPC980	49.78	120.6	99.89	13012	0.0262017779913338	117.94	99.13	0.24	191.85	99.84		99.55	99.36	99.02	98.16	96.18	60.08	46.22	98.63	94.8	0.220770121331
AEY551	b6650auto	NBCW	NT01T	NT01T	54.5	853.73	99.88	83608	0.0789565597122081	782.23	99.26	0.18	194.14	99.84		99.66	99.53	99.48	99.44	99.4	99.23	46.63	98.47	94.24	0.218598594215
AEY551DZ	b6650auto	NBCW	NT01T	NT01T	66.13	150.31	99.71	13460	0.0324216538099271	145.17	90.4	0.8	203.45	99.63		99.39	99.26	99.13	98.91	98.4	80.45	48.93	98.55	94.7	0.233195865135
AEY420	b6647auto	NBCW	NT01T	NT01T	47.71	652.15	99.99	74960	0.05785295997579	612.07	99.04	0.25	218.73	99.98		99.87	99.71	99.65	99.58	99.53	99.33	46.03	98.49	94.01	0.209777219462
AEY420DZ	b6650auto	NBCW	NT01T	NT01T	60.71	147.98	99.87	13783	0.0315253437951801	143.36	94.02	0.65	206.17	99.81		99.61	99.48	99.34	99.02	98.31	78.73	48.01	98.57	94.75	0.239974706517
AEY617	b6650auto	NCP980c	NPC980	NPC980	14.9	2726.35	100.0	48337	0.108185026540531	1707.62	99.42	0.14	196.84	99.98		99.93	99.87	99.84	99.81	99.78	99.64	47.73	98.6	94.81	0.274678530832
AEY617DZ	b6650auto	NCP980c	NPC980	NPC980	52.62	143.12	99.74	14815	0.0278108960307609	139.65	99.28	0.17	205.35	99.66		99.41	99.24	99.05	98.73	98.03	75.97	46.39	98.63	94.87	0.240935512431
AEY549	b6650auto	NBCW	NT01T	NT01T	53.58	898.06	99.99	91002	0.0777076798382251	824.56	99.14	0.22	203.6	99.98		99.88	99.76	99.73	99.7	99.68	99.54	46.78	98.4	93.9	0.221390114115
AEY549DZ	b6650auto	NBCW	NT01T	NT01T	68.88	121.4	99.82	12267	0.0430063203266006	116.04	76.5	1.48	210.51	99.76		99.53	99.34	99.03	98.27	96.57	62.24	49.16	98.42	94.16	0.211539642104
AEY547	b6650auto	NBCW	NT01T	NT01T	49.85	849.17	99.98	92139	0.0717960550771744	785.2	99.16	0.22	201.2	99.97		99.88	99.74	99.69	99.67	99.64	99.51	46.61	98.62	94.78	0.220206896568
AEY547DZ	b6650auto	NBCW	NT01T	NT01T	60.46	146.71	99.86	13836	0.0288940859706033	142.44	93.01	0.87	196.83	99.8		99.59	99.45	99.3	99.01	98.32	78.21	47.9	98.58	94.78	0.221101772712
AEY812	b6653auto	NCp1	NPC69	NPC69	31.05	2716.61	100.0	3228	0.0941737367818434	2208.53	99.16	0.17	220.03	100.0		99.85	99.54	99.42	99.32	99.25	99.01	43.35	98.46	94.21	0.17331704448
AEY813DZ	b6653auto	NCp1	NPC69	NPC69	56.29	118.44	99.85	11442	0.0201517721614075	116.51	99.25	0.2	199.49	99.77		99.47	99.27	98.87	97.94	96.0	62.07	46.35	98.43	94.19	0.191353305467
AEY809	b6653auto	NBAP	NLP	NLP	49.3	12980.14	99.42	23739	0.20451993709227	8552.64	99.12	0.25	207.034	100.0		100.0	100.0	100.0	100.0	100.0	100.0	48.14	97.24	91.87	
AEY809DZ	b6653auto	NBAP	NLP	NLP	51.7	1716.95	99.42	3713	0.0687500035627105	1545.38	82.89	0.82	261.805	100.0		100.0	100.0	100.0	100.0	100.0	99.98	47.58	96.29	89.22	
AFH030	b6746auto	NBCW	NT01T	NT01T	76.92	1645.52	99.42	108079	0.1848266678336	1329.49	99.66	0.08	202.614	99.69		99.45	99.38	99.34	99.32	99.31	99.25	51.25	98.24	94.65	
AFH030DZ	b6768auto	NBCW	NT01T	NT01T	75.79	327.08	99.42	21768	0.0819523113709695	299.2	99.34	0.21	195.45	99.48		99.32	99.27	99.23	99.19	99.14	98.52	49.89	98.3	94.87	
AEY814	b6653auto	NCp2	NPC69	NPC69	35.86	20360.99	100.0	21010	0.362006299793334	5021.92	99.15	0.17	164.81	100.0		100.0	99.97	99.95	99.92	99.9	99.8	44.61	98.72	95.31	0.0736572013268
AEY624	b6653auto	NCP393	NPC980	NPC980	37.46	3027.2	100.0	21029	0.0738771842668701	2577.67	99.35	0.19	221.12	99.97		99.94	99.89	99.85	99.83	99.79	99.6	50.39	98.24	93.55	0.486206895266
AEY624DZ	b6650auto	NCP393	NPC980	NPC980	51.02	124.96	99.72	13151	0.0244769977357274	122.24	99.07	0.3	178.95	99.65		99.4	99.23	98.93	98.16	96.28	61.34	45.86	98.69	95.08	0.245761416435
AEY615	b6653auto	NCP393	NPC980	NPC980	26.91	1426.89	99.98	14598	0.0561388531579707	1228.03	99.34	0.15	228.44	99.97		99.9	99.87	99.81	99.73	99.66	99.38	46.82	98.27	93.6	0.297731232434
AEY615DZ	b6650auto	NCP393	NPC980	NPC980	53.45	141.13	99.91	14287	0.0254521346879646	138.11	99.22	0.2	199.7	99.84		99.56	99.37	99.13	98.68	97.7	74.44	46.25	98.6	94.76	0.221792246361
AEY815	b6653auto	NCP980	NPC980	NPC980	28.28	2181.1	99.98	20459	0.0535595122711534	1928.39	99.3	0.2	200.39	99.94		99.92	99.89	99.86	99.81	99.77	99.56	47.53	98.41	94.13	0.31706093062
AEY816DZ	b6653auto	NCP980	NPC980	NPC980	50.23	110.73	99.69	11667	0.0225620166169417	108.72	98.98	0.35	162.43	99.59		99.23	99.07	98.75	97.88	95.74	54.34	46.42	98.74	95.3	0.173363734536
AEY817	b6653auto	NCP980	NPC980	NPC980	32.89	1828.21	99.98	14564	0.064595751742023	1575.62	99.42	0.16	201.89	99.94		99.9	99.85	99.79	99.73	99.67	99.44	48.27	98.47	94.4	0.307225925983
AEY818DZ	b6653auto	NCP980	NPC980	NPC980	62.66	136.0	99.66	11573	0.0139877325325912	134.28	99.38	0.16	205.15	99.58		99.22	99.06	98.86	98.51	97.83	76.74	47.34	98.42	94.25	0.166062408938
AEY818	b6652auto	NCP980c	NPC980	NPC980	38.55	6220.75	99.98	42890	0.29126260455134	2437.41	99.59	0.1	178.01	99.94		99.94	99.92	99.91	99.9	99.89	99.83	49.53	98.95	95.79	0.17238071691
AEY616	b6653auto	NCP980	NPC980	NPC980	31.59	2553.33	100.0	19697	0.236510314313454	1087.94	99.64	0.1	148.68	99.99		99.95	99.91	99.87	99.83	99.8	99.67	51.55	98.7	95.35	0.333807931243
AEY623	b6653auto	NCP393	NPC980	NPC980	32.86	2254.01	99.98	17922	0.0616572498977552	1952.15	99.3	0.19	217.66	99.94		99.91	99.86	99.82	99.78	99.73	99.52	49.78	98.28	93.71	0.463187408149
AEY623DZ	b6650auto	NCP393	NPC980	NPC980	50.57	105.21	99.75	11127	0.025534425176063	102.92	99.12	0.24	183.47	99.66		99.36	99.15	98.63	97.09	93.48	43.61	46.63	98.63	94.85	0.244539305782
AEY618	b6653auto	NCP393	NPC980	NPC980	37.18	2819.58	99.97	20895	0.0748692315645934	2373.79	99.42	0.15	233.76	99.97		99.94	99.91	99.88	99.84	99.8	99.6	48.71	98.12	93.09	0.357674330926
AEY618DZ	b6650auto	NCP393	NPC980	NPC980	56.62	160.88	99.9	15325	0.027147380698962	157.03	99.25	0.2	198.42	99.84		99.58	99.42	99.25	98.98	98.46	83.96	46.87	98.72	95.17	0.216604126948
AEY828	b6653auto	NBAP	NLP	NLP	54.3	13539.84	100.0	21924	0.201370773537625	9202.83	99.22	0.23	184.99	100.0		100.0	100.0	100.0	100.0	100.0	100.0	48.32	98.49	94.49	0.190926475231
AEY826DZ	b6653auto	NBAP	NLP	NLP	70.1	156.4	99.81	11765	0.0252534397189212	152.45	97.84	0.34	190.98	99.74		99.45	99.32	99.19	98.98	98.52	85.98	49.38	98.49	94.55	0.163952822511
AEY807	b6652auto	NCP980c	NPC980	NPC980	38.9	6276.57	100.0	44208	0.336732491578473	2066.35	99.64	0.11	183.09	99.99		99.97	99.96	99.93	99.92	99.91	99.84	48.81	98.96	95.83	0.159351393158
AEY807DZ	b6653auto	NCP980c	NPC980	NPC980	67.1	159.28	99.84	12729	0.0163418316298666	156.9	99.43	0.15	208.38	99.77		99.46	99.3	99.14	98.87	98.39	85.9	47.43	98.53	94.6	0.170478572166
AEY816	b6653auto	NCP980c	NPC980	NPC980	29.26	4925.7	99.98	44217	0.131867171248931	3608.72	99.26	0.28	149.05	99.94		99.94	99.93	99.93	99.92	99.91	99.87	48.14	98.63	94.98	0.243075982982
AEY808	b6653auto	NCP980c	NPC980	NPC980	37.22	5950.55	100.0	42742	0.3250171984853	1831.92	99.49	0.14	174.08	99.99		99.99	99.96	99.94	99.92	99.9	99.81	49.02	98.62	94.98	0.169250020353
AEY808DZ	b6653auto	NCP980c	NPC980	NPC980	61.71	132.2	99.84	11689	0.0177530003632397	130.16	99.3	0.17	206.12	99.76		99.47	99.3	99.04	98.49	97.36	72.22	46.89	98.55	94.65	0.188733249569
AEY813	b6652auto	Ncec	NT01T	NT01T	73.72	1282.98	99.97	89279	0.259628382584677	885.34	99.51	0.11	174.24	99.96		99.75	99.65	99.6	99.55	99.5	99.38	48.3	99.08	96.3	0.137724099625
AEY810	b6652auto	Ncet	NT01T	NT01T	65.12	944.26	99.98	80519	0.0763698777532598	859.78	99.45	0.12	230.76	99.96		99.75	99.66	99.6	99.55	99.51	99.36	46.7	98.79	95.01	0.242605490403
AEZ134	b6655auto	NCP980	NPC980	NPC980	16.48	983.9	99.97	15551	0.0845247270734472	659.85	99.0	0.32	248.25	99.96		99.93	99.86	99.77	99.67	99.54	98.47	48.32	97.57	91.75	0.45235032006
AEZ135DZ	b6655auto	NCP980	NPC980	NPC980	48.96	83.94	99.87	9251	0.022734191404581	82.33	98.69	0.46	186.54	99.81		99.59	99.16	97.59	93.22	84.93	22.01	46.54	98.31	94.17	0.231479697684
AEZ133	b6655auto	NBAP	NLP	NLP	46.6	10843.81	100.0	20960	0.225279529429687	6886.73	98.92	0.36	205.47	100.0		100.0	100.0	100.0	100.0	100.0	100.0	49.35	98.22	93.96	0.243661410833
AEZ133DZ	b6655auto	NBAP	NLP	NLP	41.36	2204.64	100.0	4823	0.129533423790484	1893.35	95.68	0.56	182.2	100.0		100.0	100.0	100.0	100.0	100.0	99.96	49.0	98.32	94.31	0.32774400927
AEY826	b6652auto	NBCW	NT01T	NT01T	58.96	942.93	99.98	86099	0.0550835393658384	887.11	99.17	0.26	189.21	99.98		99.82	99.67	99.6	99.55	99.51	99.4	46.85	98.89	95.46	0.211729522104
AEZ135	b6655auto	NCP980c	NPC980	NPC980	14.79	2313.99	99.97	41561	0.0766077563688029	1807.42	99.05	0.34	194.53	99.97		99.95	99.93	99.9	99.87	99.84	99.68	48.2	98.24	94.01	0.324690532
AEZ468	b6658auto	NCp2	NPC69	NPC69	24.69	14885.26	100.0	22603	0.233045447258901	6146.62	98.97	0.24	215.33	100.0		100.0	99.94	99.85	99.77	99.66	99.39	43.82	98.62	94.59	0.0746252888771
AEZ468DZ	b6658auto	NCp2	NPC69	NPC69	52.96	116.47	99.7	11908	0.0177436344306951	114.59	99.2	0.23	203.45	99.62		99.37	99.14	98.78	97.94	96.02	57.5	46.38	98.76	95.18	0.220024900928
AEZ456	b6658auto	NCP980c	NPC980	NPC980	14.25	2283.22	99.96	42124	0.196784348721145	695.76	99.21	0.2	184.62	99.96		99.91	99.87	99.84	99.82	99.79	99.64	48.68	98.74	95.32	0.182777585309
AEZ456DZ	b6658auto	NCP980c	NPC980	NPC980	54.55	136.7	99.71	13597	0.0264762101120129	133.28	99.0	0.33	196.67	99.64		99.44	99.31	99.11	98.69	97.74	71.56	46.68	98.73	95.06	0.242116781245
AEZ467	b6658auto	Ncec	NT01T	NT01T	63.66	735.92	99.83	64728	0.15395029931222	604.13	99.35	0.18	270.7	99.76		99.56	99.52	99.49	99.46	99.44	99.23	46.68	98.36	93.4	0.250174407839
AEZ459	b6658auto	NCp1	NPC69	NPC69	21.4	1641.05	100.0	2857	0.0342443641524615	1528.4	98.71	0.32	205.93	99.98		99.51	99.24	99.05	98.91	98.86	98.53	44.0	98.66	94.82	0.0988305103396
AEZ460DZ	b6658auto	NCp1	NPC69	NPC69	53.21	97.28	99.87	9952	0.0213466575512987	95.43	98.99	0.32	204.44	99.8		99.55	99.18	98.2	95.71	90.7	36.88	46.37	98.63	94.6	0.239395724714
AEZ461	b6658auto	NCp2	NPC69	NPC69	28.05	19490.13	100.0	26044	0.454953383211802	1388.44	98.76	0.26	174.78	100.0		99.97	99.86	99.77	99.66	99.57	99.36	44.89	98.91	95.93	0.0837380214528
AEZ457	b6658auto	Ncet	NT01T	NT01T	58.45	783.13	99.98	72665	0.0855053865523075	712.38	99.09	0.28	212.17	99.97		99.8	99.71	99.68	99.65	99.62	99.47	46.91	98.43	93.9	0.215762013799
AEZ460	b6658auto	Ncec	NT01T	NT01T	67.76	1143.25	99.98	88149	0.409318973039078	586.06	99.33	0.16	171.04	99.96		99.8	99.74	99.71	99.69	99.68	99.6	48.63	98.86	95.63	0.167310042993
AEZ650	b6663auto	NCAPX	NVT	NVT	30.51	16921.14	100.0	12639	0.201753123869613	9711.38	99.07	0.25	187.47	100.0		100.0	100.0	100.0	100.0	100.0	100.0	45.62	98.67	94.98	0.120484302454
AEZ650DZ	b6663auto	NCAPX	NVT	NVT	31.51	6601.1	100.0	4777	0.0968046736448576	5217.08	99.01	0.25	193.51	100.0		100.0	100.0	100.0	100.0	100.0	100.0	46.44	98.21	93.55	0.175920598698
AEZ472	b6663auto	NCP980	NPC980	NPC980	14.05	1092.37	99.96	20045	0.0416390959900171	982.4	99.22	0.19	226.12	99.96		99.91	99.85	99.79	99.71	99.61	99.0	47.32	98.27	93.48	0.473801648817
AEZ473DZ	b6658auto	NCP980	NPC980	NPC980	53.6	123.81	99.69	12536	0.0251770559365533	121.39	98.47	0.6	198.76	99.62		99.39	99.18	98.89	98.27	96.81	63.6	46.43	98.76	95.19	0.221065287862
AEZ597	b6663auto	NBAP	NLP	NLP	26.98	8488.69	100.0	28247	0.136565950729631	5822.7	99.01	0.21	198.1	100.0		100.0	100.0	100.0	100.0	100.0	100.0	45.85	98.61	94.77	0.234792569586
AEZ599DZ	b6663auto	NBAP	NLP	NLP	42.38	88.26	99.9	11231	0.031826347736116	85.77	96.74	0.46	180.85	99.84		99.57	99.09	97.37	93.08	85.35	26.03	47.18	98.64	94.97	0.27025060497
AEZ473	b6658auto	NCP980c	NPC980	NPC980	13.97	2206.75	99.98	41348	0.183826019032241	952.81	99.52	0.13	166.8	99.96		99.94	99.91	99.88	99.86	99.84	99.73	49.1	98.79	95.57	0.18302538434
AEZ599	b6663auto	NBCW	NT01T	NT01T	55.07	921.59	99.98	90984	0.088510539749712	833.47	99.26	0.17	206.54	99.98		99.86	99.73	99.7	99.68	99.66	99.54	47.03	98.62	94.85	0.209100270692
AFB489	b6693auto	NCP980	NPC980	NPC980	30.36	2795.57	99.99	24687	0.127798579274411	2196.24	96.4	0.24	191.63	99.97		99.89	99.8	99.74	99.69	99.65	99.42	49.94	98.7	95.23	0.383004201633
AFB490DZ	b6688auto	NCP980	NPC980	NPC980	79.38	194.5	99.51	13071	0.0623000669367518	182.6	99.6	0.11	201.44	99.44		99.28	99.19	99.08	98.94	98.69	92.47	50.22	98.58	95.12	0.227745360998
AFB490	b6688auto	NCP980c	NPC980	NPC980	32.44	6019.49	100.0	47376	0.311887026286262	2680.77	99.69	0.12	172.44	99.99		99.98	99.97	99.94	99.92	99.91	99.85	52.15	98.42	94.65	0.285549436237
AFB936	b6693auto	NCP980c	NPC980	NPC980	35.6	5864.24	99.96	43517	0.399054907435322	1925.44	99.74	0.07	193.51	99.92		99.81	99.72	99.65	99.6	99.54	99.33	51.43	98.64	94.98	0.246498782771
AFB936DZ	b6693auto	NCP980c	NPC980	NPC980	75.45	281.3	99.79	19537	0.0837028725253355	258.0	99.57	0.08	190.8	99.73		99.53	99.43	99.35	99.26	99.14	97.25	50.32	98.84	95.78	0.224350091971
AFB932	b6693auto	NCpc	NCP1	NCP1	76.25	71965.29	100.0	39858	0.876053841150318	3001.67	99.43	0.13	172.12	100.0		100.0	99.99	99.99	99.99	99.99	99.99	51.11	98.89	96.03	0.0817481443622
AFB932DZ	b6693auto	NCpc	NCP1	NCP1	72.06	10232.66	100.0	6166	0.246865087227525	7022.54	99.56	0.09	196.12	100.0		99.98	99.96	99.96	99.94	99.93	99.86	50.89	98.71	95.37	0.233598108548
AFB488	b6688auto	NBCW	NT01T	NT01T	82.35	1347.58	99.63	88201	0.247707616591569	1006.25	99.69	0.07	220.64	99.55		99.41	99.37	99.34	99.32	99.3	99.24	50.55	98.46	94.73	0.213322152868
AFB488DZ	b6693auto	NBCW	NT01T	NT01T	78.84	201.88	99.59	13514	0.0753163983815451	186.57	99.49	0.11	197.97	99.49		99.21	99.06	98.88	98.66	98.34	91.97	50.94	98.65	95.14	0.239026500894
AFB493	b6686auto	NBCW	NT01T	NT01T	81.64	1506.19	99.9	98671	0.123930925230688	1312.03	99.66	0.08	204.71	99.83		99.62	99.56	99.53	99.51	99.48	99.43	50.41	98.84	95.71	0.184154238095
AFB493DZ	b6693auto	NBCW	NT01T	NT01T	81.77	219.36	99.65	13923	0.075535314886132	202.61	99.5	0.11	183.92	99.59		99.35	99.19	99.02	98.8	98.51	93.46	51.24	98.84	95.85	0.238249010828
AFB939	b6696auto	NCAPX	NVT	NVT	76.61	39056.61	100.0	11564	0.648442342853925	10937.73	99.51	0.12	203.54	100.0		100.0	100.0	100.0	100.0	100.0	100.0	51.65	98.44	94.94	0.104810092163
AFB939DZ	b6696auto	NCAPX	NVT	NVT	75.7	17443.6	100.0	5182	0.372102305751875	9959.75	99.49	0.15	190.91	100.0		100.0	100.0	100.0	100.0	100.0	100.0	52.17	98.22	94.23	0.171768730246
AFC373	b6699auto	NCP980	NPC980	NPC980	39.99	2798.86	100.0	17643	0.19710221155484	1756.29	99.67	0.1	224.71	99.99		99.92	99.85	99.81	99.78	99.76	99.59	52.38	98.35	93.72	0.508909728695
AFC373DZ	b6699auto	NCP980	NPC980	NPC980	84.83	173.79	99.63	10649	0.0529553825019835	164.54	98.9	0.16	185.19	99.58		99.41	99.27	99.04	98.62	97.92	85.76	51.94	98.84	95.66	0.236442625019
AFC370	b6699auto	NCP980	NPC980	NPC980	32.02	2315.99	100.0	19297	0.112195627616457	1836.98	99.73	0.1	185.97	99.97		99.94	99.93	99.9	99.87	99.84	99.76	49.27	98.69	94.99	0.253520676363
AFC371DZ	b6699auto	NCP980	NPC980	NPC980	69.21	152.33	99.59	11532	0.0646674190025324	142.36	99.22	0.29	181.0	99.47		99.25	99.08	98.76	98.1	96.98	78.25	47.78	98.77	95.17	0.242557692475
AFC364	b6699auto	NBAP	NLP	NLP	77.24	24233.75	100.0	27408	0.560431875125431	9574.42	99.71	0.08	196.91	100.0		100.0	100.0	100.0	100.0	100.0	100.0	53.31	98.65	94.97	0.259794955557
AFC364DZ	b6699auto	NBAP	NLP	NLP	82.21	5834.41	100.0	6133	0.27965312120406	3967.42	99.56	0.07	181.27	100.0		100.0	100.0	99.99	99.99	99.99	99.98	54.55	98.76	95.45	0.303048480161
AFC363	b6699auto	NCD1	NCDT	NCDT	64.68	4105.31	99.88	31634	0.445318300967615	1756.8	99.48	0.09	177.25	99.96		99.9	99.85	99.8	99.76	99.72	99.45	53.16	98.8	95.53	0.262726334779
AFC363DZ	b6699auto	NCD1	NCDT	NCDT	65.39	628.65	99.86	4892	0.0637306203420737	585.6	99.31	0.14	193.73	99.93		99.78	99.58	99.27	98.87	98.39	94.96	51.64	98.69	95.03	0.340138928585
AFC371	b6699auto	NCP980c	NPC980	NPC980	32.48	5663.75	100.0	44675	0.353289840484914	2013.16	99.7	0.11	159.95	99.97		99.95	99.94	99.93	99.92	99.91	99.84	51.97	98.75	95.24	0.225247340025
AFB934	b6693auto	NBCW	NT01T	NT01T	80.49	1505.0	99.83	99179	0.272869500057415	1085.17	99.67	0.07	201.32	99.75		99.37	99.2	99.08	98.98	98.9	98.56	50.25	98.83	95.7	0.226881596916
AFB934DZ	b6693auto	NBCW	NT01T	NT01T	79.75	244.16	99.72	16283	0.0881526092662379	222.42	99.07	0.15	195.43	99.65		99.44	99.32	99.2	99.05	98.86	95.55	51.03	98.77	95.56	0.231016462979
AFB138	b6682auto	NCP980c	NPC980	NPC980	28.59	4806.47	99.97	42564	0.197219159765074	3287.86	99.61	0.15	147.04	99.96		99.92	99.9	99.87	99.84	99.81	99.68	51.88	99.16	96.57	0.416895750676
AFB138DZ	b6682auto	NCP980c	NPC980	NPC980	79.95	168.55	99.65	11027	0.0510387502308036	159.88	99.57	0.11	199.13	99.57		99.41	99.3	99.14	98.83	98.24	85.32	51.12	98.99	95.88	0.229444185087
AFC368	b6699auto	NBAP	NLP	NLP	77.27	16553.99	100.0	18492	0.486324440308794	7773.37	99.71	0.08	184.3	100.0		100.0	100.0	100.0	100.0	100.0	100.0	53.49	98.66	95.0	0.272634997368
AFC366DZ	b6701auto	NBAP	NLP	NLP	81.47	192.17	99.65	11971	0.0836292640342649	175.89	99.11	0.28	167.15	99.57		99.43	99.36	99.25	98.99	98.46	87.46	53.0	98.97	96.16	0.281728387386
AFC456	b6701auto	NCP393	NPC980	NPC980	62.31	5325.5	99.98	22432	0.237936004550602	3639.68	99.73	0.1	198.8	99.96		99.92	99.91	99.89	99.87	99.85	99.77	52.06	98.61	94.77	0.349029447029
AFC456DZ	b6699auto	NCP393	NPC980	NPC980	71.06	135.46	99.56	9799	0.0555307712876161	127.79	99.26	0.28	164.89	99.44		99.24	99.12	98.91	98.43	97.35	71.1	49.13	98.78	95.34	0.221800239721
AFC454	b6701auto	NCP980	NPC980	NPC980	59.91	4597.79	99.97	20152	0.212032868460062	3268.73	99.75	0.08	195.22	99.97		99.95	99.94	99.92	99.89	99.86	99.77	51.69	98.85	95.62	0.341373864358
AFC455DZ	b6699auto	NCP980	NPC980	NPC980	80.36	160.29	99.49	10527	0.053886823406477	151.62	99.62	0.11	195.65	99.42		99.25	99.15	99.02	98.8	98.38	84.7	50.01	98.74	95.2	0.221877714262
AFC451	b6699auto	NBAP	NLP	NLP	77.46	22295.74	100.0	25353	0.489861402109515	10338.43	99.72	0.09	197.13	100.0		100.0	100.0	100.0	100.0	100.0	100.0	52.75	98.76	95.36	0.186031194003
AFC451DZ	b6701auto	NBAP	NLP	NLP	79.8	5755.88	100.0	6299	0.317205653689089	3719.04	99.58	0.14	190.49	100.0		100.0	100.0	100.0	100.0	100.0	100.0	53.7	98.79	95.5	0.243334060509
AFC453	b6701auto	NCP393	NPC980	NPC980	63.1	6036.79	99.98	25010	0.268058579057464	3893.67	99.79	0.07	195.95	99.96		99.95	99.93	99.91	99.89	99.87	99.8	52.66	98.79	95.48	0.366341391242
AFC453DZ	b6699auto	NCP393	NPC980	NPC980	81.12	223.91	99.5	14766	0.0651542823997923	209.38	99.67	0.09	208.53	99.42		99.28	99.2	99.12	99.02	98.88	95.97	49.73	98.75	95.18	0.223285774183
AFC362	b6701auto	NCD1	NCDT	NCDT	79.1	4570.48	99.89	29434	0.393600446548935	2504.87	99.64	0.08	198.44	99.97		99.96	99.94	99.92	99.89	99.88	99.8	51.32	98.53	94.48	0.2310552118
AFC362DZ	b6699auto	NCD1	NCDT	NCDT	62.51	816.57	99.88	6615	0.070329013648956	753.39	99.34	0.16	180.62	99.96		99.86	99.76	99.61	99.42	99.17	97.21	51.08	98.68	95.01	0.31185898615
AFC452	b6699auto	NBAP	NLP	NLP	75.33	18278.64	100.0	21312	0.470483488873955	8818.56	99.66	0.11	192.02	100.0		100.0	100.0	100.0	100.0	100.0	100.0	52.57	98.65	94.99	0.234146068921
AFC452DZ	b6701auto	NBAP	NLP	NLP	81.03	5816.26	100.0	6232	0.382061667090167	3333.78	99.58	0.14	183.18	100.0		100.0	100.0	100.0	100.0	100.0	100.0	54.32	98.66	95.13	0.277786830363
AFC450	b6701auto	NCp2	NPC69	NPC69	72.69	83469.38	100.0	41865	0.950606705968402	1345.86	99.8	0.05	179.32	100.0		99.99	99.98	99.95	99.9	99.88	99.69	45.61	99.13	96.59	0.0790352557482
AFC449DZ	b6701auto	NCp2	NPC69	NPC69	82.29	269.85	99.7	17262	0.077661829448052	248.6	99.69	0.08	191.31	99.63		99.49	99.43	99.38	99.33	99.25	97.72	50.1	98.92	95.87	0.210585462146
AFB491	b6701auto	NCD1	NCDT	NCDT	74.32	4829.69	99.89	33106	0.414959165059029	2388.24	99.55	0.08	200.25	99.97		99.96	99.92	99.91	99.9	99.9	99.83	51.06	98.82	95.53	0.238144172854
AFB491DZ	b6688auto	NCD1	NCDT	NCDT	65.47	605.61	99.85	4716	0.0729541144201526	560.13	99.39	0.15	199.14	99.93		99.78	99.54	99.22	98.8	98.28	94.69	51.68	98.56	95.1	0.323320865498
AFC455	b6699auto	NCP980c	NPC980	NPC980	34.43	6975.46	99.98	53039	0.413548348745839	1691.35	99.82	0.06	189.09	99.98		99.95	99.92	99.89	99.87	99.85	99.79	51.58	98.76	95.29	0.163421797543
